,0,2
560,EI,"[array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0])]"
561,EI,"[array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 0, 1, 0])]"
562,EI,"[array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0])]"
563,EI,"[array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0])]"
564,EI,"[array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0])]"
565,EI,"[array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1])]"
566,EI,"[array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0])]"
567,EI,"[array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0])]"
568,EI,"[array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1])]"
569,EI,"[array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0])]"
570,EI,"[array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0])]"
571,EI,"[array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0])]"
572,EI,"[array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0])]"
573,EI,"[array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1])]"
574,EI,"[array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1])]"
575,EI,"[array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 0, 0, 1]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 0, 0, 1]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 0, 0, 1]), array([1, 0, 0, 0]), array([0, 0, 1, 0]), array([1, 0, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0]), array([0, 1, 0, 0])]"
